Mois,Qualité,Territoire,Attribut,Valeur
01/06/2015,Données définitives,Nouvelle-Aquitaine,Solde exportateur,-338
01/06/2015,Données définitives,Auvergne-Rhône-Alpes,Production totale,10056
01/06/2015,Données définitives,Auvergne-Rhône-Alpes,Production nucléaire,7200
01/06/2015,Données définitives,Auvergne-Rhône-Alpes,Production thermique totale,45
01/06/2015,Données définitives,Auvergne-Rhône-Alpes,Production thermique charbon,4
01/06/2015,Données définitives,Auvergne-Rhône-Alpes,Production thermique fioul,35
01/06/2015,Données définitives,Auvergne-Rhône-Alpes,Production thermique gaz,5
01/06/2015,Données définitives,Auvergne-Rhône-Alpes,Production hydraulique,2606
01/06/2015,Données définitives,Auvergne-Rhône-Alpes,Production éolien,44
01/06/2015,Données définitives,Auvergne-Rhône-Alpes,Production solaire,101
01/06/2015,Données définitives,Auvergne-Rhône-Alpes,Production bioénergies,58
01/06/2015,Données définitives,Auvergne-Rhône-Alpes,Consommation totale,4848
01/06/2015,Données définitives,Auvergne-Rhône-Alpes,Solde exportateur,4891
01/06/2015,Données définitives,Bourgogne-Franche-Comté,Production totale,122
01/06/2015,Données définitives,Bourgogne-Franche-Comté,Production thermique totale,19
01/06/2015,Données définitives,Bourgogne-Franche-Comté,Production thermique charbon,0
01/06/2015,Données définitives,Bourgogne-Franche-Comté,Production thermique fioul,0
01/06/2015,Données définitives,Bourgogne-Franche-Comté,Production thermique gaz,19
01/06/2015,Données définitives,Bourgogne-Franche-Comté,Production hydraulique,26
01/06/2015,Données définitives,Bourgogne-Franche-Comté,Production éolien,34
01/06/2015,Données définitives,Bourgogne-Franche-Comté,Production solaire,28
01/06/2015,Données définitives,Bourgogne-Franche-Comté,Production bioénergies,13
01/06/2015,Données définitives,Bourgogne-Franche-Comté,Consommation totale,1501
01/06/2015,Données définitives,Bourgogne-Franche-Comté,Solde exportateur,-1381
01/06/2015,Données définitives,Bretagne,Production totale,196
01/06/2015,Données définitives,Bretagne,Production thermique totale,2
01/06/2015,Données définitives,Bretagne,Production thermique fioul,2
01/06/2015,Données définitives,Bretagne,Production thermique gaz,0
01/06/2015,Données définitives,Bretagne,Production hydraulique,45
01/06/2015,Données définitives,Bretagne,Production éolien,97
01/06/2015,Données définitives,Bretagne,Production solaire,27
01/06/2015,Données définitives,Bretagne,Production bioénergies,24
01/06/2015,Données définitives,Bretagne,Consommation totale,1471
01/06/2015,Données définitives,Bretagne,Solde exportateur,-1280
01/06/2015,Données définitives,Centre-Val de Loire,Production totale,6515
01/06/2015,Données définitives,Centre-Val de Loire,Production nucléaire,6331
01/06/2015,Données définitives,Centre-Val de Loire,Production thermique totale,1
01/06/2015,Données définitives,Centre-Val de Loire,Production thermique fioul,0
01/06/2015,Données définitives,Centre-Val de Loire,Production thermique gaz,1
01/06/2015,Données définitives,Centre-Val de Loire,Production hydraulique,2
01/06/2015,Données définitives,Centre-Val de Loire,Production éolien,116
01/06/2015,Données définitives,Centre-Val de Loire,Production solaire,32
01/06/2015,Données définitives,Centre-Val de Loire,Production bioénergies,31
01/06/2015,Données définitives,Centre-Val de Loire,Consommation totale,1349
01/06/2015,Données définitives,Centre-Val de Loire,Solde exportateur,5166
01/06/2015,Données définitives,France,Production totale,39927
01/06/2015,Données définitives,France,Production nucléaire,30719
01/06/2015,Données définitives,France,Production thermique totale,759
01/06/2015,Données définitives,France,Production thermique charbon,56
01/06/2015,Données définitives,France,Production thermique fioul,265
01/06/2015,Données définitives,France,Production thermique gaz,437
01/06/2015,Données définitives,France,Production hydraulique,5641
01/06/2015,Données définitives,France,Production éolien,1254
01/06/2015,Données définitives,France,Production solaire,951
01/06/2015,Données définitives,France,Production bioénergies,600
01/06/2015,Données définitives,France,Consommation totale,33256
01/06/2015,Données définitives,France,Solde exportateur,5865
01/06/2015,Données définitives,France,Echanges export,8422
01/06/2015,Données définitives,France,Echanges import,2557
01/06/2015,Données définitives,France,Echanges avec le Royaume-Uni,1320
01/06/2015,Données définitives,France,Echanges avec l'Espagne,751
01/06/2015,Données définitives,France,Echanges avec l'Italie,1458
01/06/2015,Données définitives,France,Echanges avec la Suisse,369
01/06/2015,Données définitives,France,Echanges avec l'Allemagne et la Belgique,1965
01/06/2015,Données définitives,Ile-de-France,Production totale,104
01/06/2015,Données définitives,Ile-de-France,Production thermique totale,10
01/06/2015,Données définitives,Ile-de-France,Production thermique charbon,0
01/06/2015,Données définitives,Ile-de-France,Production thermique fioul,6
01/06/2015,Données définitives,Ile-de-France,Production thermique gaz,4
01/06/2015,Données définitives,Ile-de-France,Production hydraulique,5
01/06/2015,Données définitives,Ile-de-France,Production éolien,2
01/06/2015,Données définitives,Ile-de-France,Production solaire,10
01/06/2015,Données définitives,Ile-de-France,Production bioénergies,74
01/06/2015,Données définitives,Ile-de-France,Consommation totale,4889
01/06/2015,Données définitives,Ile-de-France,Solde exportateur,-4785
01/06/2015,Données définitives,Occitanie,Production totale,3002
01/06/2015,Données définitives,Occitanie,Production nucléaire,1703
01/06/2015,Données définitives,Occitanie,Production thermique totale,-2
01/06/2015,Données définitives,Occitanie,Production thermique fioul,-2
01/06/2015,Données définitives,Occitanie,Production thermique gaz,0
01/06/2015,Données définitives,Occitanie,Production hydraulique,920
01/06/2015,Données définitives,Occitanie,Production éolien,137
01/06/2015,Données définitives,Occitanie,Production solaire,198
01/06/2015,Données définitives,Occitanie,Production bioénergies,45
01/06/2015,Données définitives,Occitanie,Consommation totale,2520
01/06/2015,Données définitives,Occitanie,Solde exportateur,285
01/06/2015,Données définitives,Normandie,Production totale,4261
01/06/2015,Données définitives,Normandie,Production nucléaire,3949
01/06/2015,Données définitives,Normandie,Production thermique totale,178
01/06/2015,Données définitives,Normandie,Production thermique charbon,-2
01/06/2015,Données définitives,Normandie,Production thermique fioul,57
01/06/2015,Données définitives,Normandie,Production thermique gaz,122
01/06/2015,Données définitives,Normandie,Production hydraulique,10
01/06/2015,Données définitives,Normandie,Production éolien,73
01/06/2015,Données définitives,Normandie,Production solaire,17
01/06/2015,Données définitives,Normandie,Production bioénergies,32
01/06/2015,Données définitives,Normandie,Consommation totale,1896
01/06/2015,Données définitives,Normandie,Solde exportateur,2365
01/06/2015,Données définitives,Hauts-de-France,Production totale,3650
01/06/2015,Données définitives,Hauts-de-France,Production nucléaire,3040
01/06/2015,Données définitives,Hauts-de-France,Production thermique totale,196
01/06/2015,Données définitives,Hauts-de-France,Production thermique charbon,3
01/06/2015,Données définitives,Hauts-de-France,Production thermique fioul,0
01/06/2015,Données définitives,Hauts-de-France,Production thermique gaz,192
01/06/2015,Données définitives,Hauts-de-France,Production hydraulique,0
01/06/2015,Données définitives,Hauts-de-France,Production éolien,315
01/06/2015,Données définitives,Hauts-de-France,Production solaire,19
01/06/2015,Données définitives,Hauts-de-France,Production bioénergies,77
01/06/2015,Données définitives,Hauts-de-France,Consommation totale,3684
01/06/2015,Données définitives,Hauts-de-France,Solde exportateur,-33
01/06/2015,Données définitives,PACA,Production totale,1236
01/06/2015,Données définitives,PACA,Production thermique totale,158
01/06/2015,Données définitives,PACA,Production thermique charbon,16
01/06/2015,Données définitives,PACA,Production thermique fioul,75
01/06/2015,Données définitives,PACA,Production thermique gaz,66
01/06/2015,Données définitives,PACA,Production hydraulique,881
01/06/2015,Données définitives,PACA,Production éolien,6
01/06/2015,Données définitives,PACA,Production solaire,139
01/06/2015,Données définitives,PACA,Production bioénergies,50
01/06/2015,Données définitives,PACA,Consommation totale,2872
01/06/2015,Données définitives,PACA,Solde exportateur,-1636
01/06/2015,Données définitives,Pays-de-la-Loire,Production totale,164
01/06/2015,Données définitives,Pays-de-la-Loire,Production thermique totale,7
01/06/2015,Données définitives,Pays-de-la-Loire,Production thermique charbon,-3
01/06/2015,Données définitives,Pays-de-la-Loire,Production thermique fioul,10
01/06/2015,Données définitives,Pays-de-la-Loire,Production thermique gaz,0
01/06/2015,Données définitives,Pays-de-la-Loire,Production hydraulique,0
01/06/2015,Données définitives,Pays-de-la-Loire,Production éolien,71
01/06/2015,Données définitives,Pays-de-la-Loire,Production solaire,58
01/06/2015,Données définitives,Pays-de-la-Loire,Production bioénergies,25
01/06/2015,Données définitives,Pays-de-la-Loire,Consommation totale,1810
01/06/2015,Données définitives,Pays-de-la-Loire,Solde exportateur,-1646
01/07/2015,Données définitives,Grand-Est,Production totale,9832
01/07/2015,Données définitives,Grand-Est,Production nucléaire,8330
01/07/2015,Données définitives,Grand-Est,Production thermique totale,353
01/07/2015,Données définitives,Grand-Est,Production thermique charbon,111
01/07/2015,Données définitives,Grand-Est,Production thermique fioul,3
01/07/2015,Données définitives,Grand-Est,Production thermique gaz,238
01/07/2015,Données définitives,Grand-Est,Production hydraulique,696
01/07/2015,Données définitives,Grand-Est,Production éolien,338
01/07/2015,Données définitives,Grand-Est,Production solaire,68
01/07/2015,Données définitives,Grand-Est,Production bioénergies,45
01/07/2015,Données définitives,Grand-Est,Consommation totale,3302
01/07/2015,Données définitives,Grand-Est,Solde exportateur,6421
01/07/2015,Données définitives,Nouvelle-Aquitaine,Production totale,2927
01/07/2015,Données définitives,Nouvelle-Aquitaine,Production nucléaire,2414
01/07/2015,Données définitives,Nouvelle-Aquitaine,Production thermique totale,29
01/07/2015,Données définitives,Nouvelle-Aquitaine,Production thermique fioul,3
01/07/2015,Données définitives,Nouvelle-Aquitaine,Production thermique gaz,26
01/07/2015,Données définitives,Nouvelle-Aquitaine,Production hydraulique,78
01/07/2015,Données définitives,Nouvelle-Aquitaine,Production éolien,53
01/07/2015,Données définitives,Nouvelle-Aquitaine,Production solaire,227
01/07/2015,Données définitives,Nouvelle-Aquitaine,Production bioénergies,123
01/07/2015,Données définitives,Nouvelle-Aquitaine,Consommation totale,3278
01/07/2015,Données définitives,Nouvelle-Aquitaine,Solde exportateur,-350
01/07/2015,Données définitives,Auvergne-Rhône-Alpes,Production totale,9703
01/07/2015,Données définitives,Auvergne-Rhône-Alpes,Production nucléaire,7400
01/07/2015,Données définitives,Auvergne-Rhône-Alpes,Production thermique totale,117
01/07/2015,Données définitives,Auvergne-Rhône-Alpes,Production thermique charbon,3
01/07/2015,Données définitives,Auvergne-Rhône-Alpes,Production thermique fioul,36
01/07/2015,Données définitives,Auvergne-Rhône-Alpes,Production thermique gaz,77
01/07/2015,Données définitives,Auvergne-Rhône-Alpes,Production hydraulique,1952
01/07/2015,Données définitives,Auvergne-Rhône-Alpes,Production éolien,57
